ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,pontos_mandante,chutes_mandante,chutes_no_alvo_mandante,posse_de_bola_mandante,passes_mandante,precisao_passes_mandante,faltas_mandante,cartao_amarelo_mandante,cartao_vermelho_mandante,impedimentos_mandante,escanteios_mandante,pontos_visitante,chutes_visitante,chutes_no_alvo_visitante,posse_de_bola_visitante,passes_visitante,precisao_passes_visitante,faltas_visitante,cartao_amarelo_visitante,cartao_vermelho_visitante,impedimentos_visitante,escanteios_visitante
5274,29,4/10/2015,16:00,Goias,Figueirense,4-2-3-1,4-3-1-2,A. Alves da Silva Neto,H. Coutinho,Figueirense,Serra Dourada,2,3,GO,SC,0,19,0,"0,62",423,0,15,1,0,0,4,3,13,0,"0,38",267,0,11,5,1,3,5
5275,29,4/10/2015,16:02,Ponte Preta,Corinthians,4-2-3-1,4-1-4-1,D. Ghidoni Junior,A. Bacchi,-,Moisés Lucarelli,2,2,SP,SP,1,10,0,"0,42",320,0,17,1,1,6,8,1,13,0,"0,58",445,0,15,4,0,1,7
5276,29,4/10/2015,18:32,Chapecoense,Palmeiras,4-2-3-1,4-2-3-1,A. Ferreira,M. de Oliveira Santos,Chapecoense,Arena Condá,5,1,SC,SP,3,13,0,"0,48",314,0,17,0,0,0,2,0,10,0,"0,52",336,0,17,5,0,2,7
5277,30,14/10/2015,19:30,Atletico-MG,Internacional,4-2-3-1,4-2-3-1,L. Culpi,A. Fucks,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,RS,3,20,0,"0,59",488,0,14,2,0,3,5,0,6,0,"0,41",352,0,11,3,0,2,3
5278,30,14/10/2015,19:30,Sport,Avai,5-4-2001,4-3-1-2,Falcao,G. Kleina,Sport,Adelmar da Costa Carvalho,3,0,PE,SC,3,13,0,"0,59",517,0,8,2,0,2,9,0,7,0,"0,41",375,0,16,5,0,1,0
5279,30,14/10/2015,21:00,Joinville,Coritiba,4-2-2-2,4-2-3-1,P. Lopes de Gusmão,N. da Silveira Júnior,Joinville,Arena Joinville,3,1,SC,PR,3,13,0,"0,42",293,0,23,6,0,0,4,0,13,0,"0,58",407,0,16,1,0,4,4
5280,30,14/10/2015,21:00,Figueirense,Flamengo,4-4-2002,4-2-3-1,H. Coutinho,O. de Oliveira Filho,Figueirense,Orlando Scarpelli,3,0,SC,RJ,3,15,0,"0,33",228,0,14,1,0,1,4,0,11,0,"0,67",479,0,10,1,0,2,3
5281,30,14/10/2015,21:00,Palmeiras,Ponte Preta,4-2-3-1,4-2-3-1,M. de Oliveira Santos,F. Moreira,Ponte Preta,Allianz Parque,0,1,SP,SP,0,16,0,"0,59",404,0,18,2,0,1,8,3,9,0,"0,41",306,0,17,3,0,0,6
5282,30,14/10/2015,22:00,Fluminense,Sao Paulo,4-2-3-1,4-2-3-1,E. Baptista,D. Ghidoni Junior,Fluminense,Maracanã Fluminense,2,0,RJ,SP,3,7,3,"0,42",340,0,16,0,0,1,3,0,10,1,"0,58",462,0,21,4,0,2,5
5283,30,14/10/2015,22:01,Athletico-PR,Cruzeiro,4-2-3-1,4-3-2003,C. Borges dos Santos,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,2,2,PR,MG,1,5,0,"0,51",384,0,20,5,0,3,0,1,19,0,"0,49",365,0,7,2,0,5,11
5284,30,15/10/2015,19:31,Vasco,Chapecoense,4-1-2-1-2,4-2-3-1,J. de Amorim Campos,A. Ferreira,-,Maracanã,1,1,RJ,SC,1,12,0,"0,57",388,0,16,4,0,2,8,1,10,0,"0,43",306,0,19,5,0,1,0
5285,30,15/10/2015,19:30,Corinthians,Goias,4-1-4-1,4-4-2002,A. Bacchi,A. Alves da Silva Neto,Corinthians,Neo Química Arena,3,0,SP,GO,3,17,0,"0,63",620,0,9,1,0,3,6,0,13,0,"0,37",367,0,10,5,0,6,4
5286,30,15/10/2015,21:01,Gremio,Santos,4-2-3-1,4-2-3-1,R. Machado Marques,D. Silvestre Júnior,Gremio,Arena do Grêmio,1,0,RS,SP,3,14,0,"0,49",462,0,14,3,0,0,9,0,12,0,"0,51",474,0,4,3,1,1,11
5287,31,17/10/2015,18:34,Avai,Palmeiras,4-3-1-2,4-2-3-1,G. Kleina,M. de Oliveira Santos,Palmeiras,Ressacada,1,3,SC,SP,0,11,0,"0,54",379,0,14,3,0,2,1,3,17,0,"0,46",330,0,29,4,0,1,5
5288,31,17/10/2015,21:01,Joinville,Figueirense,4-2-2-2,4-2-3-1,P. Lopes de Gusmão,H. Coutinho,Joinville,Arena Joinville,1,0,SC,SC,3,14,0,"0,45",280,0,24,1,1,4,5,0,14,0,"0,55",348,0,16,3,0,2,3
5289,31,18/10/2015,11:04,Ponte Preta,Coritiba,4-2-3-1,4-2-3-1,F. Moreira,N. da Silveira Júnior,Ponte Preta,Moisés Lucarelli,3,0,SP,PR,3,17,10,"0,46",369,0,30,3,0,2,6,0,9,3,"0,54",428,0,27,3,0,2,2
5290,31,18/10/2015,11:00,Cruzeiro,Fluminense,4-3-2003,4-2-3-1,L. Venker de Menezes,E. Baptista,Cruzeiro,Mineirão Cruzeiro,2,0,MG,RJ,3,21,8,"0,49",426,0,13,2,0,1,7,0,6,0,"0,51",430,0,14,1,0,0,3
5291,31,18/10/2015,16:00,Athletico-PR,Corinthians,4-2-3-1,4-2-3-1,C. Borges dos Santos,A. Bacchi,Corinthians,Estádio Joaquim Américo Guimarães,1,4,PR,SP,0,11,0,"0,56",470,0,11,2,0,5,7,3,12,0,"0,44",389,0,12,1,0,1,5
5292,31,18/10/2015,16:01,Flamengo,Internacional,4-3-2003,4-2-3-1,O. de Oliveira Filho,A. Fucks,Internacional,Maracanã Flamengo,0,1,RJ,RS,0,17,0,"0,63",459,0,19,0,0,0,5,3,8,0,"0,37",286,0,24,2,0,0,1
5293,31,18/10/2015,16:00,Sao Paulo,Vasco,4-2-3-1,4-2-3-1,D. Ghidoni Junior,J. de Amorim Campos,-,Morumbi,2,2,SP,RJ,1,17,0,"0,48",401,0,11,1,1,3,4,1,16,0,"0,52",427,0,16,1,0,2,7
5294,31,18/10/2015,16:59,Gremio,Chapecoense,4-2-3-1,4-2-3-1,R. Machado Marques,A. Ferreira,Chapecoense,Arena do Grêmio,2,3,RS,SC,0,15,0,"0,57",489,0,17,3,0,2,5,3,21,0,"0,43",369,0,13,2,1,1,3
5295,31,18/10/2015,16:59,Santos,Goias,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Alves da Silva Neto,Santos,Vila Belmiro,3,1,SP,GO,3,16,0,"0,61",559,0,9,0,0,4,3,0,10,0,"0,39",374,0,8,1,0,1,1
5296,31,18/10/2015,18:29,Sport,Atletico-MG,4-2-3-1,4-2-3-1,Falcao,L. Culpi,Sport,Arena de Pernambuco,4,1,PE,MG,3,11,0,"0,44",429,0,13,0,0,1,4,0,7,0,"0,56",545,0,8,0,1,1,7
5297,32,24/10/2015,17:00,Fluminense,Athletico-PR,4-2-3-1,4-2-3-1,E. Baptista,C. Borges dos Santos,Athletico-PR,Maracanã Fluminense,0,1,RJ,PR,0,20,9,"0,54",478,0,4,1,0,2,7,3,12,4,"0,46",427,0,21,3,0,1,5
5298,32,24/10/2015,18:31,Internacional,Joinville,4-2-3-1,4-2-2-2,A. Fucks,P. Lopes de Gusmão,Internacional,Beira Rio,1,0,RS,SC,3,15,0,"0,62",461,0,11,1,0,5,4,0,9,0,"0,38",279,0,18,2,0,1,4
5299,32,24/10/2015,18:31,Figueirense,Santos,4-4-1-1,4-2-3-1,H. Coutinho,D. Silvestre Júnior,-,Orlando Scarpelli,0,0,SC,SP,1,16,0,"0,38",281,0,24,5,0,3,4,1,8,0,"0,62",485,0,20,2,0,1,4
5300,32,24/10/2015,21:01,Palmeiras,Sport,4-2-3-1,4-2-3-1,M. de Oliveira Santos,Falcao,Sport,Pacaembu,0,2,SP,PE,0,14,0,"0,53",452,0,15,2,0,1,11,3,9,0,"0,47",433,0,9,1,0,1,1
5301,32,25/10/2015,17:01,Corinthians,Flamengo,4-1-4-1,4-2-3-1,A. Bacchi,O. de Oliveira Filho,Corinthians,Neo Química Arena,1,0,SP,RJ,3,8,0,"0,56",509,0,19,3,0,1,1,0,8,0,"0,44",397,0,20,1,1,6,6
5302,32,25/10/2015,17:07,Coritiba,Sao Paulo,4-2-3-1,4-2-3-1,N. da Silveira Júnior,D. Ghidoni Junior,Sao Paulo,Couto Pereira,1,2,PR,SP,0,12,0,"0,4",344,0,17,4,1,2,3,3,15,0,"0,6",525,0,21,3,0,1,3
5303,32,25/10/2015,16:59,Chapecoense,Avai,4-2-3-1,4-2-3-1,A. Ferreira,G. Kleina,-,Arena Condá,0,0,SC,SC,1,10,0,"0,53",397,0,17,1,0,1,2,1,12,0,"0,47",367,0,16,2,0,1,4
5304,32,25/10/2015,17:01,Vasco,Gremio,4-3-2-1,4-2-3-1,J. de Amorim Campos,R. Machado Marques,-,Maracanã,0,0,RJ,RS,1,20,0,"0,53",454,0,12,1,0,4,3,1,11,0,"0,47",416,0,16,2,0,4,9
5305,32,25/10/2015,17:59,Goias,Cruzeiro,4-2-3-1,4-3-2003,D. Sérgio,L. Venker de Menezes,Cruzeiro,Serra Dourada,0,1,GO,MG,0,17,0,"0,44",363,0,14,4,0,0,8,3,15,0,"0,56",485,0,11,4,0,0,5
5306,32,25/10/2015,19:30,Atletico-MG,Ponte Preta,4-2-3-1,4-2-3-1,L. Culpi,F. Moreira,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,SP,3,17,0,"0,59",552,0,15,2,0,0,6,0,7,0,"0,41",409,0,12,1,0,2,5
5307,33,31/10/2015,17:00,Sao Paulo,Sport,4-2-3-1,4-4-2002,D. Ghidoni Junior,Falcao,Sao Paulo,Morumbi,3,0,SP,PE,3,16,0,"0,57",541,0,10,1,0,3,4,0,9,0,"0,43",415,0,15,2,0,2,2
5308,33,31/10/2015,19:31,Avai,Cruzeiro,4-2-3-1,4-3-2003,G. Kleina,L. Venker de Menezes,-,Ressacada,1,1,SC,MG,1,10,0,"0,51",315,0,16,3,0,1,4,1,15,0,"0,49",325,0,16,3,0,0,3
5309,33,31/10/2015,19:31,Ponte Preta,Joinville,4-2-3-1,4-3-2-1,F. Moreira,P. Lopes de Gusmão,Ponte Preta,Moisés Lucarelli,1,0,SP,SC,3,2,0,"0,51",354,0,20,3,0,2,7,0,11,0,"0,49",330,0,17,5,0,0,4
5310,33,31/10/2015,21:02,Coritiba,Figueirense,4-2-3-1,4-4-1-1,N. da Silveira Júnior,H. Coutinho,-,Couto Pereira,1,1,PR,SC,1,11,0,"0,64",424,0,13,2,0,3,7,1,6,0,"0,36",247,0,29,5,0,2,6
5311,33,1/11/2015,17:01,Chapecoense,Athletico-PR,4-2-3-1,4-2-3-1,A. Ferreira,C. Borges dos Santos,-,Arena Condá,0,0,SC,PR,1,17,0,"0,56",402,0,13,3,0,2,7,1,5,0,"0,44",341,0,12,4,1,1,4
5312,33,1/11/2015,17:01,Santos,Palmeiras,4-2-3-1,4-2-3-1,D. Silvestre Júnior,M. de Oliveira Santos,Santos,Vila Belmiro,2,1,SP,SP,3,13,0,"0,46",281,0,15,3,0,6,6,0,8,0,"0,54",325,0,18,3,1,3,4
5313,33,1/11/2015,17:00,Gremio,Flamengo,4-2-3-1,4-1-4-1,R. Machado Marques,O. de Oliveira Filho,Gremio,Arena do Grêmio,2,0,RS,RJ,3,11,0,"0,52",506,0,12,0,0,0,6,0,6,0,"0,48",474,0,12,0,1,1,1
5314,33,1/11/2015,17:00,Atletico-MG,Corinthians,4-2-3-1,4-1-4-1,L. Culpi,A. Bacchi,Corinthians,Estádio Raimundo Sampaio,0,3,MG,SP,0,16,0,"0,59",497,0,11,1,0,5,11,3,9,0,"0,41",363,0,15,0,0,1,2
5315,33,1/11/2015,18:03,Vasco,Fluminense,4-4-1-1,4-2-3-1,J. de Amorim Campos,E. Baptista,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ,0,13,3,"0,48",444,0,18,2,0,0,13,3,14,5,"0,52",472,0,22,4,1,2,5
5316,33,1/11/2015,19:30,Goias,Internacional,4-2-3-1,4-2-3-1,D. Sérgio,A. Fucks,Goias,Serra Dourada,2,1,GO,RS,3,14,0,"0,34",267,0,16,3,0,3,4,0,14,0,"0,66",520,0,12,3,0,2,5
5317,34,7/11/2015,16:59,Internacional,Ponte Preta,4-2-3-1,4-2-3-1,A. Fucks,F. Moreira,Internacional,Beira Rio,1,0,RS,SP,3,11,0,"0,55",439,0,20,2,0,0,4,0,13,0,"0,45",360,0,20,4,0,4,6
5318,34,7/11/2015,19:29,Corinthians,Coritiba,4-1-4-1,4-4-2002,A. Bacchi,E. Pacheco,Corinthians,Neo Química Arena,2,1,SP,PR,3,10,0,"0,67",698,0,5,0,0,1,6,0,10,0,"0,33",331,0,17,3,0,2,7
5319,34,7/11/2015,19:34,Athletico-PR,Avai,4-2-3-1,4-2-3-1,C. Borges dos Santos,G. Kleina,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,SC,3,18,0,"0,59",467,0,21,1,0,1,7,0,21,0,"0,41",322,0,10,2,0,1,4
5320,34,7/11/2015,21:00,Fluminense,Chapecoense,4-2-3-1,4-2-3-1,E. Baptista,A. Ferreira,Chapecoense,Maracanã Fluminense,2,3,RJ,SC,0,13,5,"0,6",522,0,12,3,0,3,6,3,18,3,"0,4",351,0,14,3,0,2,5
5321,34,8/11/2015,17:02,Palmeiras,Vasco,4-2-3-1,4-2-3-1,M. de Oliveira Santos,J. de Amorim Campos,Vasco,Allianz Parque,0,2,SP,RJ,0,15,0,"0,57",422,0,29,1,0,1,8,3,9,0,"0,43",333,0,13,4,0,3,2
5322,34,8/11/2015,16:59,Flamengo,Goias,4-1-4-1,4-2-3-1,O. de Oliveira Filho,D. Sérgio,Flamengo,Maracanã Flamengo,4,1,RJ,GO,3,13,0,"0,65",581,0,16,1,0,4,5,0,11,0,"0,35",323,0,14,0,0,1,2
5323,34,8/11/2015,17:00,Cruzeiro,Sao Paulo,4-3-2003,4-2-3-1,L. Venker de Menezes,D. Ghidoni Junior,Cruzeiro,Mineirão Cruzeiro,2,1,MG,SP,3,18,0,"0,44",446,0,5,1,0,4,6,0,13,0,"0,56",577,0,12,2,0,0,2
5324,34,8/11/2015,17:00,Figueirense,Atletico-MG,4-4-1-1,4-2-3-1,H. Coutinho,L. Culpi,Atletico-MG,Orlando Scarpelli,0,1,SC,MG,0,13,0,"0,31",243,0,14,2,0,4,10,3,13,0,"0,69",562,0,13,4,0,2,6
5325,34,8/11/2015,18:01,Joinville,Santos,4-2-2-2,4-2-3-1,P. Lopes de Gusmão,D. Silvestre Júnior,-,Arena Joinville,0,0,SC,SP,1,9,0,"0,55",237,0,22,3,1,3,11,1,11,0,"0,45",203,0,19,2,0,8,7
5326,34,8/11/2015,19:31,Sport,Gremio,4-2-3-1,4-2-3-1,Falcao,R. Machado Marques,Sport,Adelmar da Costa Carvalho,1,0,PE,RS,3,13,0,"0,48",426,0,8,2,0,1,8,0,8,0,"0,52",460,0,16,3,1,2,4
5327,35,15/11/2015,17:02,Cruzeiro,Sport,4-3-2003,4-3-2003,L. Venker de Menezes,Falcao,Cruzeiro,Mineirão Cruzeiro,3,0,MG,PE,3,21,0,"0,47",369,0,13,2,0,3,13,0,15,0,"0,53",410,0,15,4,0,3,13
5328,35,18/11/2015,19:30,Goias,Coritiba,4-2-3-1,4-2-3-1,D. Sérgio,E. Pacheco,Coritiba,Serra Dourada,1,3,GO,PR,0,12,0,"0,62",484,0,20,1,0,4,5,3,11,0,"0,38",316,0,18,1,0,0,3
5329,35,18/11/2015,21:01,Ponte Preta,Figueirense,4-2-3-1,4-2-4-0,F. Moreira,H. Coutinho,Figueirense,Moisés Lucarelli,0,1,SP,SC,0,13,0,"0,68",534,0,18,4,0,3,5,3,7,0,"0,32",262,0,24,4,0,2,1
5330,35,18/11/2015,21:04,Avai,Joinville,4-3-1-2,4-2-3-1,R. Maia Cabral,P. Lopes de Gusmão,Avai,Ressacada,2,1,SC,SC,3,11,0,"0,4",265,0,12,4,0,1,6,0,14,0,"0,6",392,0,13,1,0,0,8
5331,35,18/11/2015,21:03,Athletico-PR,Palmeiras,4-2-3-1,4-2-3-1,C. Borges dos Santos,M. de Oliveira Santos,-,Estádio Joaquim Américo Guimarães,3,3,PR,SP,1,14,0,"0,47",363,0,13,2,0,5,1,1,12,0,"0,53",395,0,15,4,2,4,4
5332,35,19/11/2015,19:31,Gremio,Fluminense,4-2-3-1,4-2-3-1,R. Machado Marques,E. Baptista,Gremio,Arena do Grêmio,1,0,RS,RJ,3,21,0,"0,63",499,0,20,3,0,3,9,0,8,0,"0,37",293,0,21,4,1,2,4
5333,35,19/11/2015,20:21,Chapecoense,Internacional,4-2-3-1,4-2-3-1,A. Ferreira,A. Fucks,Chapecoense,Arena Condá,1,0,SC,RS,3,18,0,"0,43",318,0,16,4,0,4,9,0,11,0,"0,57",433,0,14,2,1,7,3
5334,35,19/11/2015,21:59,Sao Paulo,Atletico-MG,4-1-2-1-2,4-2-3-1,M. Cruz,L. Culpi,Sao Paulo,Morumbi,4,2,SP,MG,3,18,0,"0,45",418,0,7,0,0,3,5,0,10,0,"0,55",516,0,9,0,0,4,5
5335,35,19/11/2015,22:00,Santos,Flamengo,4-2-3-1,4-2-3-1,D. Silvestre Júnior,O. de Oliveira Filho,-,Vila Belmiro,0,0,SP,RJ,1,13,0,"0,59",471,0,20,2,0,2,6,1,11,0,"0,41",327,0,11,1,1,1,3
5336,35,19/11/2015,22:01,Vasco,Corinthians,4-1-2-1-2,4-1-4-1,J. de Amorim Campos,A. Bacchi,-,Estádio Vasco da Gama,1,1,RJ,SP,1,14,0,"0,4",305,0,12,1,1,6,8,1,14,0,"0,6",442,0,15,3,0,0,6
5337,36,21/11/2015,19:31,Palmeiras,Cruzeiro,4-2-3-1,4-3-2003,M. de Oliveira Santos,L. Venker de Menezes,-,Allianz Parque,1,1,SP,MG,1,10,0,"0,51",438,0,20,2,0,1,1,1,15,0,"0,49",433,0,13,1,0,2,2
5338,36,22/11/2015,17:03,Joinville,Vasco,4-3-1-2,4-2-3-1,P. Lopes de Gusmão,J. de Amorim Campos,Vasco,Arena Joinville,1,2,SC,RJ,0,21,0,"0,54",338,0,21,4,1,3,7,3,8,0,"0,46",306,0,10,4,0,1,9
5339,36,22/11/2015,16:59,Atletico-MG,Goias,4-2-3-1,4-3-1-2,L. Culpi,D. Sérgio,-,Estádio Raimundo Sampaio,2,2,MG,GO,1,18,0,"0,73",629,0,16,3,0,3,6,1,12,0,"0,27",242,0,12,3,0,1,2
5340,36,22/11/2015,17:00,Internacional,Gremio,4-2-3-1,4-2-3-1,A. Fucks,R. Machado Marques,Internacional,Beira Rio,1,0,RS,RS,3,13,0,"0,43",322,0,21,4,0,2,6,0,11,0,"0,57",419,0,13,2,0,0,4
5341,36,22/11/2015,17:01,Figueirense,Chapecoense,4-4-2002,4-2-3-1,H. Coutinho,A. Ferreira,-,Orlando Scarpelli,0,0,SC,SC,1,14,0,"0,51",400,0,13,1,0,3,4,1,6,0,"0,49",397,0,15,3,0,1,5
5342,36,22/11/2015,17:00,Corinthians,Sao Paulo,4-1-4-1,4-2-3-1,A. Bacchi,M. Cruz,Corinthians,Neo Química Arena,6,1,SP,SP,3,13,0,"0,51",459,0,10,2,0,0,3,0,19,0,"0,49",441,0,10,2,0,3,9
5343,36,22/11/2015,18:01,Flamengo,Ponte Preta,4-2-3-1,4-2-3-1,O. de Oliveira Filho,F. Moreira,-,Estádio Nacional de Brasília,1,1,RJ,SP,1,15,0,"0,59",501,0,19,3,0,0,8,1,12,0,"0,41",360,0,23,3,0,2,3
5344,36,22/11/2015,19:29,Fluminense,Avai,4-2-3-1,4-4-2002,E. Baptista,R. Maia Cabral,Fluminense,Kléber Andrade,3,1,RJ,SC,3,9,0,"0,56",515,0,11,2,0,2,5,0,13,0,"0,44",400,0,6,3,0,2,5
5345,36,22/11/2015,19:32,Coritiba,Santos,4-4-2002,4-2-3-1,E. Pacheco,D. Silvestre Júnior,Coritiba,Couto Pereira,1,0,PR,SP,3,10,0,"0,37",282,0,13,3,0,2,3,0,8,0,"0,63",480,0,21,3,1,1,5
5346,36,22/11/2015,19:34,Sport,Athletico-PR,4-2-3-1,4-2-3-1,Falcao,C. Borges dos Santos,-,Adelmar da Costa Carvalho,0,0,PE,PR,1,20,0,"0,54",461,0,10,3,0,3,10,1,7,0,"0,46",411,0,20,2,0,2,5
5347,37,28/11/2015,17:02,Sao Paulo,Figueirense,4-2-3-1,4-2-4-0,M. Cruz,H. Coutinho,Sao Paulo,Morumbi,3,2,SP,SC,3,19,0,"0,65",526,0,16,1,0,0,4,0,12,0,"0,35",289,0,26,4,0,6,2
5348,37,28/11/2015,19:29,Fluminense,Internacional,4-2-3-1,4-2-2-2,E. Baptista,A. Fucks,-,Maracanã Fluminense,1,1,RJ,RS,1,8,0,"0,43",369,0,13,3,1,0,3,1,14,0,"0,57",486,0,20,4,0,1,3
5349,37,28/11/2015,21:02,Avai,Ponte Preta,4-2-3-1,4-2-3-1,R. Maia Cabral,F. Moreira,Avai,Ressacada,1,0,SC,SP,3,10,0,"0,48",333,0,19,1,0,0,8,0,4,0,"0,52",371,0,27,1,1,1,2
5350,37,29/11/2015,17:01,Sport,Corinthians,4-2-3-1,4-2-3-1,Falcao,A. Bacchi,Sport,Arena de Pernambuco,2,0,PE,SP,3,13,0,"0,45",399,0,14,6,0,4,8,0,8,0,"0,55",484,0,17,3,0,2,4
5351,37,29/11/2015,17:00,Cruzeiro,Joinville,4-3-2003,4-2-3-1,S. Lobo,P. Lopes de Gusmão,Cruzeiro,Mineirão Cruzeiro,3,0,MG,SC,3,21,0,"0,57",504,0,12,2,0,2,3,0,4,0,"0,43",387,0,13,3,0,1,2
5352,37,29/11/2015,17:00,Gremio,Atletico-MG,4-2-3-1,4-2-3-1,R. Machado Marques,D. Giacomini,Gremio,Arena do Grêmio,2,1,RS,MG,3,4,0,"0,43",397,0,10,3,0,3,3,0,15,0,"0,57",522,0,11,5,0,0,3
5353,37,29/11/2015,17:59,Chapecoense,Goias,4-2-3-1,4-2-2-2,A. Ferreira,D. Sérgio,Goias,Arena Condá,1,3,SC,GO,0,11,0,"0,66",438,0,17,5,0,0,4,3,14,0,"0,34",234,0,17,3,0,2,3
5354,37,29/11/2015,18:14,Vasco,Santos,4-3-2003,4-2-3-1,J. de Amorim Campos,D. Silvestre Júnior,Vasco,Estádio Vasco da Gama,1,0,RJ,SP,3,16,0,"0,47",307,0,14,3,0,1,10,0,9,0,"0,53",349,0,12,2,0,3,2
5355,37,29/11/2015,17:57,Palmeiras,Coritiba,4-2-3-1,4-4-2002,M. de Oliveira Santos,E. Pacheco,Coritiba,Allianz Parque,0,2,SP,PR,0,6,0,"0,7",495,0,22,3,0,4,6,3,7,0,"0,3",225,0,27,3,0,4,2
5356,37,29/11/2015,19:32,Athletico-PR,Flamengo,4-2-3-1,4-2-3-1,C. Borges dos Santos,J. de Almeida Filho,Athletico-PR,Estádio Joaquim Américo Guimarães,3,0,PR,RJ,3,17,0,"0,4",372,0,16,1,0,2,2,0,10,0,"0,6",546,0,14,3,0,1,4
5357,38,6/12/2015,17:02,Internacional,Cruzeiro,4-3-2-1,4-3-2003,A. Fucks,L. Venker de Menezes,Internacional,Beira Rio,2,0,RS,MG,3,13,0,"0,51",381,0,11,2,0,4,9,0,6,0,"0,49",399,0,13,1,0,2,3
5358,38,6/12/2015,17:00,Flamengo,Palmeiras,4-1-4-1,4-2-3-1,J. de Almeida Filho,M. de Oliveira Santos,Palmeiras,Maracanã Flamengo,1,2,RJ,SP,0,15,0,"0,65",559,0,16,0,0,1,1,3,14,0,"0,35",304,0,20,1,0,4,5
5359,38,6/12/2015,17:02,Figueirense,Fluminense,4-2-3-1,4-2-3-1,H. Coutinho,E. Baptista,Figueirense,Orlando Scarpelli,1,0,SC,RJ,3,17,0,"0,39",262,0,16,4,0,0,7,0,8,0,"0,61",421,0,18,4,0,1,5
5360,38,6/12/2015,17:00,Santos,Athletico-PR,4-2-4-0,4-2-3-1,D. Silvestre Júnior,C. Borges dos Santos,Santos,Vila Belmiro,5,1,SP,PR,3,12,0,"0,49",440,0,10,0,0,4,7,0,15,0,"0,51",442,0,10,1,0,3,5
5361,38,6/12/2015,17:01,Ponte Preta,Sport,4-2-3-1,4-2-3-1,F. Moreira,Falcao,Sport,Moisés Lucarelli,0,1,SP,PE,0,14,0,"0,48",358,0,21,4,0,4,9,3,4,0,"0,52",402,0,12,2,0,2,5
5362,38,6/12/2015,17:02,Goias,Sao Paulo,4-3-2003,4-2-3-1,D. Sérgio,M. Cruz,Sao Paulo,Serra Dourada,0,1,GO,SP,0,6,0,"0,36",309,0,12,4,0,1,2,3,6,0,"0,64",540,0,21,1,0,0,3
5363,38,6/12/2015,17:02,Corinthians,Avai,4-1-4-1,4-4-2002,A. Bacchi,R. Maia Cabral,-,Neo Química Arena,1,1,SP,SC,1,14,0,"0,78",761,0,11,2,0,2,4,1,11,0,"0,22",216,0,14,2,0,1,2
5364,38,6/12/2015,17:00,Atletico-MG,Chapecoense,4-2-3-1,4-2-3-1,D. Giacomini,A. Ferreira,Atletico-MG,Mineirão Atlético,3,0,MG,SC,3,14,0,"0,6",553,0,7,0,0,2,5,0,10,0,"0,4",364,0,11,0,0,0,4
5365,38,6/12/2015,16:59,Joinville,Gremio,4-3-2-1,4-2-3-1,P. Lopes de Gusmão,R. Machado Marques,Gremio,Arena Joinville,0,2,SC,RS,0,13,0,"0,54",341,0,12,3,0,3,7,3,7,0,"0,46",314,0,13,1,0,3,4
5366,38,6/12/2015,17:03,Coritiba,Vasco,4-2-3-1,4-1-2-1-2,E. Pacheco,J. de Amorim Campos,-,Couto Pereira,0,0,PR,RJ,1,6,0,"0,47",295,0,20,1,0,1,4,1,7,0,"0,53",327,0,15,0,1,3,3
5367,1,14/5/2016,16:03,Palmeiras,Athletico-PR,4-2-3-1,4-2-3-1,A. Stival,P. Autuori de Mello,Palmeiras,Allianz Parque,4,0,SP,PR,3,12,6,"0,65",577,0,14,1,0,2,8,0,4,0,"0,35",316,0,17,3,1,0,1
5368,1,14/5/2016,16:01,Flamengo,Sport,4-3-2003,4-2-3-1,M. Ramalho,O. de Oliveira Filho,Flamengo,Estádio Municipal General Raulino de Oliveira,1,0,RJ,PE,3,11,0,"0,56",553,0,18,2,0,2,4,0,1,0,"0,44",437,0,15,1,1,3,4
5369,1,14/5/2016,18:29,Atletico-MG,Santos,4-2-3-1,4-2-3-1,D. Aguirre Camblor,D. Silvestre Júnior,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,SP,3,23,0,"0,4",361,0,18,2,0,3,4,0,12,0,"0,6",517,0,12,2,0,5,2
5370,1,14/5/2016,21:01,Coritiba,Cruzeiro,4-2-3-1,4-2-3-1,G. Kleina,G. Delamore,Coritiba,Couto Pereira,1,0,PR,MG,3,15,0,"0,51",444,0,19,1,0,1,5,0,6,0,"0,49",442,0,23,2,2,4,0
5371,1,15/5/2016,11:00,Santa Cruz,Vitoria,4-2-3-1,4-2-3-1,E. Da Conceição Silva,V. Carmo Mancini,Santa Cruz,Estádio do Arruda,4,1,PE,BA,3,7,0,"0,38",227,0,11,3,0,6,6,0,11,0,"0,62",380,0,17,0,0,1,1
